Date,Price,Open,High,Low,Change %
"Jan 25, 2005",2.347,2.347,2.347,2.347,0.00%
"Jan 24, 2005",2.347,2.347,2.347,2.347,-1.39%
"Jan 21, 2005",2.38,2.38,2.38,2.38,0.72%
"Jan 20, 2005",2.363,2.363,2.363,2.363,0.00%
"Jan 19, 2005",2.363,2.363,2.363,2.363,-0.67%
"Jan 18, 2005",2.379,2.379,2.379,2.379,0.68%
"Jan 17, 2005",2.363,2.363,2.363,2.363,-0.21%
"Jan 14, 2005",2.3680000000000003,2.3680000000000003,2.3680000000000003,2.3680000000000003,0.25%
"Jan 13, 2005",2.362,2.362,2.362,2.362,-2.28%
"Jan 12, 2005",2.417,2.417,2.417,2.417,0.71%
"Jan 11, 2005",2.4,2.4,2.4,2.4,-0.21%
"Jan 10, 2005",2.405,2.405,2.405,2.405,1.39%
"Jan 07, 2005",2.372,2.372,2.372,2.372,-1.78%
"Jan 06, 2005",2.415,2.415,2.415,2.415,-3.01%
"Jan 05, 2005",2.49,2.49,2.49,2.49,1.34%
"Jan 04, 2005",2.457,2.457,2.457,2.457,0.20%
"Jan 03, 2005",2.452,2.452,2.452,2.452,1.32%
"Dec 31, 2004",2.42,2.42,2.42,2.42,-1.71%
"Dec 30, 2004",2.4619999999999997,2.4619999999999997,2.4619999999999997,2.4619999999999997,1.78%
"Dec 29, 2004",2.419,2.419,2.419,2.419,0.25%
"Dec 28, 2004",2.4130000000000003,2.4130000000000003,2.4130000000000003,2.4130000000000003,0.67%
"Dec 27, 2004",2.397,2.397,2.397,2.397,-0.87%
"Dec 24, 2004",2.418,2.418,2.418,2.418,0.46%
"Dec 23, 2004",2.407,2.407,2.407,2.407,-0.86%
"Dec 22, 2004",2.428,2.428,2.428,2.428,2.92%
"Dec 21, 2004",2.359,2.359,2.359,2.359,0.00%
"Dec 20, 2004",2.359,2.359,2.359,2.359,0.21%
"Dec 17, 2004",2.354,2.354,2.354,2.354,2.53%
"Dec 16, 2004",2.296,2.296,2.296,2.296,0.44%
"Dec 15, 2004",2.286,2.286,2.286,2.286,-0.65%
"Dec 14, 2004",2.301,2.301,2.301,2.301,0.00%
"Dec 13, 2004",2.301,2.301,2.301,2.301,-0.26%
"Dec 10, 2004",2.307,2.307,2.307,2.307,0.92%
"Dec 09, 2004",2.286,2.286,2.286,2.286,-0.44%
"Dec 08, 2004",2.296,2.296,2.296,2.296,0.57%
"Dec 07, 2004",2.283,2.283,2.283,2.283,-0.78%
"Dec 06, 2004",2.301,2.301,2.301,2.301,-4.56%
"Dec 03, 2004",2.411,2.411,2.411,2.411,6.35%
"Dec 02, 2004",2.267,2.267,2.267,2.267,-3.20%
"Dec 01, 2004",2.342,2.342,2.342,2.342,-1.47%
"Nov 30, 2004",2.377,2.377,2.377,2.377,2.68%
"Nov 29, 2004",2.315,2.315,2.315,2.315,-0.26%
"Nov 26, 2004",2.3209999999999997,2.3209999999999997,2.3209999999999997,2.3209999999999997,0.96%
"Nov 25, 2004",2.299,2.299,2.299,2.299,-3.36%
"Nov 24, 2004",2.379,2.379,2.379,2.379,-1.16%
"Nov 23, 2004",2.407,2.407,2.407,2.407,-1.63%
"Nov 22, 2004",2.447,2.447,2.447,2.447,-0.24%
"Nov 19, 2004",2.4530000000000003,2.4530000000000003,2.4530000000000003,2.4530000000000003,2.12%
"Nov 18, 2004",2.4019999999999997,2.4019999999999997,2.4019999999999997,2.4019999999999997,-0.50%
"Nov 17, 2004",2.414,2.414,2.414,2.414,0.25%
"Nov 16, 2004",2.408,2.408,2.408,2.408,1.86%
"Nov 15, 2004",2.364,2.364,2.364,2.364,-1.17%
"Nov 12, 2004",2.392,2.392,2.392,2.392,-0.50%
"Nov 11, 2004",2.404,2.404,2.404,2.404,-1.60%
"Nov 10, 2004",2.443,2.443,2.443,2.443,-2.63%
"Nov 09, 2004",2.509,2.509,2.509,2.509,0.93%
"Nov 08, 2004",2.4859999999999998,2.4859999999999998,2.4859999999999998,2.4859999999999998,2.98%
"Nov 05, 2004",2.414,2.414,2.414,2.414,-0.74%
"Nov 04, 2004",2.432,2.432,2.432,2.432,-1.14%
"Nov 03, 2004",2.46,2.46,2.46,2.46,1.82%
"Nov 02, 2004",2.416,2.416,2.416,2.416,0.00%
"Nov 01, 2004",2.416,2.416,2.416,2.416,-1.63%
"Oct 29, 2004",2.456,2.456,2.456,2.456,0.95%
"Oct 28, 2004",2.4330000000000003,2.4330000000000003,2.4330000000000003,2.4330000000000003,2.10%
"Oct 27, 2004",2.383,2.383,2.383,2.383,0.38%
"Oct 26, 2004",2.374,2.374,2.374,2.374,-1.58%
"Oct 25, 2004",2.412,2.412,2.412,2.412,0.21%
"Oct 22, 2004",2.407,2.407,2.407,2.407,0.67%
"Oct 21, 2004",2.391,2.391,2.391,2.391,-1.12%
"Oct 20, 2004",2.418,2.418,2.418,2.418,-0.25%
"Oct 19, 2004",2.424,2.424,2.424,2.424,-0.86%
"Oct 18, 2004",2.445,2.445,2.445,2.445,0.20%
"Oct 15, 2004",2.44,2.44,2.44,2.44,-0.89%
"Oct 14, 2004",2.4619999999999997,2.4619999999999997,2.4619999999999997,2.4619999999999997,-0.44%
"Oct 13, 2004",2.4730000000000003,2.4730000000000003,2.4730000000000003,2.4730000000000003,-0.20%
"Oct 12, 2004",2.478,2.478,2.478,2.478,-0.44%
"Oct 11, 2004",2.489,2.489,2.489,2.489,-3.90%
"Oct 08, 2004",2.59,2.59,2.59,2.59,0.43%
"Oct 07, 2004",2.5789999999999997,2.5789999999999997,2.5789999999999997,2.5789999999999997,0.43%
"Oct 06, 2004",2.568,2.568,2.568,2.568,-1.23%
"Oct 05, 2004",2.6,2.6,2.6,2.6,1.44%
"Oct 04, 2004",2.563,2.563,2.563,2.563,0.43%
"Oct 01, 2004",2.552,2.552,2.552,2.552,-1.62%
"Sep 30, 2004",2.594,2.594,2.594,2.594,0.19%
"Sep 29, 2004",2.589,2.589,2.589,2.589,0.86%
"Sep 28, 2004",2.5669999999999997,2.5669999999999997,2.5669999999999997,2.5669999999999997,-0.62%
"Sep 27, 2004",2.583,2.583,2.583,2.583,1.41%
"Sep 24, 2004",2.5469999999999997,2.5469999999999997,2.5469999999999997,2.5469999999999997,-1.39%
"Sep 23, 2004",2.583,2.583,2.583,2.583,0.98%
"Sep 22, 2004",2.5580000000000003,2.5580000000000003,2.5580000000000003,2.5580000000000003,0.35%
"Sep 21, 2004",2.549,2.549,2.549,2.549,-0.08%
"Sep 20, 2004",2.551,2.551,2.551,2.551,-0.47%
"Sep 17, 2004",2.563,2.563,2.563,2.563,-1.16%
"Sep 16, 2004",2.593,2.593,2.593,2.593,1.09%
"Sep 15, 2004",2.565,2.565,2.565,2.565,-1.12%
"Sep 14, 2004",2.594,2.594,2.594,2.594,1.13%
"Sep 13, 2004",2.565,2.565,2.565,2.565,-0.93%
"Sep 10, 2004",2.589,2.589,2.589,2.589,-0.88%
"Sep 09, 2004",2.612,2.612,2.612,2.612,-1.36%
"Sep 08, 2004",2.648,2.648,2.648,2.648,1.77%
"Sep 07, 2004",2.602,2.602,2.602,2.602,0.39%
"Sep 06, 2004",2.592,2.592,2.592,2.592,3.97%
"Sep 03, 2004",2.4930000000000003,2.4930000000000003,2.4930000000000003,2.4930000000000003,3.06%
"Sep 02, 2004",2.419,2.419,2.419,2.419,0.42%
"Sep 01, 2004",2.4090000000000003,2.4090000000000003,2.4090000000000003,2.4090000000000003,-1.87%
"Aug 31, 2004",2.455,2.455,2.455,2.455,0.45%
"Aug 30, 2004",2.444,2.444,2.444,2.444,0.00%
"Aug 27, 2004",2.444,2.444,2.444,2.444,-0.57%
"Aug 26, 2004",2.458,2.458,2.458,2.458,-1.80%
"Aug 25, 2004",2.503,2.503,2.503,2.503,0.68%
"Aug 24, 2004",2.4859999999999998,2.4859999999999998,2.4859999999999998,2.4859999999999998,2.52%
"Aug 23, 2004",2.425,2.425,2.425,2.425,-0.49%
"Aug 20, 2004",2.437,2.437,2.437,2.437,-0.69%
"Aug 19, 2004",2.454,2.454,2.454,2.454,0.41%
"Aug 18, 2004",2.444,2.444,2.444,2.444,-0.69%
"Aug 17, 2004",2.461,2.461,2.461,2.461,1.82%
"Aug 16, 2004",2.417,2.417,2.417,2.417,-1.39%
"Aug 13, 2004",2.451,2.451,2.451,2.451,-0.93%
"Aug 12, 2004",2.474,2.474,2.474,2.474,0.41%
"Aug 11, 2004",2.464,2.464,2.464,2.464,0.00%
"Aug 10, 2004",2.464,2.464,2.464,2.464,0.65%
"Aug 09, 2004",2.448,2.448,2.448,2.448,-3.51%
"Aug 06, 2004",2.537,2.537,2.537,2.537,-0.67%
"Aug 05, 2004",2.5540000000000003,2.5540000000000003,2.5540000000000003,2.5540000000000003,-0.89%
"Aug 04, 2004",2.577,2.577,2.577,2.577,-0.85%
"Aug 03, 2004",2.5989999999999998,2.5989999999999998,2.5989999999999998,2.5989999999999998,-0.88%
"Aug 02, 2004",2.622,2.622,2.622,2.622,-2.46%
"Jul 30, 2004",2.688,2.688,2.688,2.688,-0.41%
"Jul 29, 2004",2.699,2.699,2.699,2.699,-0.81%
"Jul 28, 2004",2.721,2.721,2.721,2.721,1.00%
"Jul 27, 2004",2.694,2.694,2.694,2.694,1.66%
"Jul 26, 2004",2.65,2.65,2.65,2.65,0.38%
"Jul 23, 2004",2.64,2.64,2.64,2.64,-1.42%
"Jul 22, 2004",2.678,2.678,2.678,2.678,3.96%
"Jul 21, 2004",2.576,2.576,2.576,2.576,0.63%
"Jul 20, 2004",2.56,2.56,2.56,2.56,-0.66%
"Jul 19, 2004",2.577,2.577,2.577,2.577,-2.24%
"Jul 16, 2004",2.636,2.636,2.636,2.636,-0.19%
"Jul 15, 2004",2.641,2.641,2.641,2.641,-0.23%
"Jul 14, 2004",2.647,2.647,2.647,2.647,2.28%
"Jul 13, 2004",2.588,2.588,2.588,2.588,-0.42%
"Jul 12, 2004",2.5989999999999998,2.5989999999999998,2.5989999999999998,2.5989999999999998,-0.04%
"Jul 09, 2004",2.6,2.6,2.6,2.6,0.19%
"Jul 08, 2004",2.595,2.595,2.595,2.595,-1.63%
"Jul 07, 2004",2.638,2.638,2.638,2.638,0.61%
"Jul 06, 2004",2.622,2.622,2.622,2.622,-0.61%
"Jul 05, 2004",2.638,2.638,2.638,2.638,-1.97%
"Jul 02, 2004",2.6910000000000003,2.6910000000000003,2.6910000000000003,2.6910000000000003,-0.77%
"Jul 01, 2004",2.7119999999999997,2.7119999999999997,2.7119999999999997,2.7119999999999997,-1.74%
"Jun 30, 2004",2.76,2.76,2.76,2.76,-0.40%
"Jun 29, 2004",2.7710000000000004,2.7710000000000004,2.7710000000000004,2.7710000000000004,1.95%
"Jun 28, 2004",2.718,2.718,2.718,2.718,0.37%
"Jun 25, 2004",2.708,2.708,2.708,2.708,-2.27%
"Jun 24, 2004",2.7710000000000004,2.7710000000000004,2.7710000000000004,2.7710000000000004,-0.61%
"Jun 23, 2004",2.7880000000000003,2.7880000000000003,2.7880000000000003,2.7880000000000003,3.95%
"Jun 22, 2004",2.682,2.682,2.682,2.682,-0.19%
"Jun 21, 2004",2.687,2.687,2.687,2.687,-1.72%
"Jun 18, 2004",2.734,2.734,2.734,2.734,0.70%
"Jun 17, 2004",2.715,2.715,2.715,2.715,2.41%
"Jun 16, 2004",2.6510000000000002,2.6510000000000002,2.6510000000000002,2.6510000000000002,-4.12%
"Jun 15, 2004",2.765,2.765,2.765,2.765,-0.18%
"Jun 14, 2004",2.77,2.77,2.77,2.77,2.94%
"Jun 11, 2004",2.6910000000000003,2.6910000000000003,2.6910000000000003,2.6910000000000003,2.09%
"Jun 10, 2004",2.636,2.636,2.636,2.636,2.57%
"Jun 09, 2004",2.57,2.57,2.57,2.57,2.80%
"Jun 08, 2004",2.5,2.5,2.5,2.5,-3.92%
"Jun 07, 2004",2.602,2.602,2.602,2.602,0.85%
"Jun 04, 2004",2.58,2.58,2.58,2.58,0.16%
"Jun 03, 2004",2.576,2.576,2.576,2.576,0.74%
"Jun 02, 2004",2.557,2.557,2.557,2.557,1.95%
"Jun 01, 2004",2.508,2.508,2.508,2.508,0.52%
"May 31, 2004",2.495,2.495,2.495,2.495,1.96%
"May 28, 2004",2.447,2.447,2.447,2.447,0.25%
"May 27, 2004",2.441,2.441,2.441,2.441,-2.52%
"May 26, 2004",2.504,2.504,2.504,2.504,-0.40%
"May 25, 2004",2.5140000000000002,2.5140000000000002,2.5140000000000002,2.5140000000000002,0.72%
"May 24, 2004",2.496,2.496,2.496,2.496,0.28%
"May 21, 2004",2.489,2.489,2.489,2.489,-1.81%
"May 20, 2004",2.535,2.535,2.535,2.535,0.48%
"May 19, 2004",2.523,2.523,2.523,2.523,0.80%
"May 18, 2004",2.503,2.503,2.503,2.503,0.48%
"May 17, 2004",2.491,2.491,2.491,2.491,-2.01%
"May 14, 2004",2.542,2.542,2.542,2.542,0.04%
"May 13, 2004",2.541,2.541,2.541,2.541,0.47%
"May 12, 2004",2.529,2.529,2.529,2.529,-0.59%
"May 11, 2004",2.544,2.544,2.544,2.544,0.04%
"May 10, 2004",2.543,2.543,2.543,2.543,4.48%
"May 07, 2004",2.434,2.434,2.434,2.434,1.21%
"May 06, 2004",2.405,2.405,2.405,2.405,1.48%
"May 05, 2004",2.37,2.37,2.37,2.37,-1.37%
"May 04, 2004",2.403,2.403,2.403,2.403,0.04%
"May 03, 2004",2.4019999999999997,2.4019999999999997,2.4019999999999997,2.4019999999999997,-0.58%
"Apr 30, 2004",2.416,2.416,2.416,2.416,-0.08%
"Apr 29, 2004",2.418,2.418,2.418,2.418,-0.41%
"Apr 28, 2004",2.428,2.428,2.428,2.428,1.00%
"Apr 27, 2004",2.404,2.404,2.404,2.404,0.29%
"Apr 26, 2004",2.397,2.397,2.397,2.397,2.09%
"Apr 23, 2004",2.3480000000000003,2.3480000000000003,2.3480000000000003,2.3480000000000003,-1.14%
"Apr 22, 2004",2.375,2.375,2.375,2.375,-0.21%
"Apr 21, 2004",2.38,2.38,2.38,2.38,1.71%
"Apr 20, 2004",2.34,2.34,2.34,2.34,0.30%
"Apr 19, 2004",2.333,2.333,2.333,2.333,-0.26%
"Apr 16, 2004",2.339,2.339,2.339,2.339,-1.35%
"Apr 15, 2004",2.371,2.371,2.371,2.371,0.51%
"Apr 14, 2004",2.359,2.359,2.359,2.359,3.87%
"Apr 13, 2004",2.271,2.271,2.271,2.271,0.75%
"Apr 08, 2004",2.254,2.254,2.254,2.254,1.21%
"Apr 07, 2004",2.227,2.227,2.227,2.227,-2.84%
"Apr 06, 2004",2.292,2.292,2.292,2.292,0.84%
"Apr 05, 2004",2.273,2.273,2.273,2.273,3.93%
"Apr 02, 2004",2.187,2.187,2.187,2.187,4.64%
"Apr 01, 2004",2.09,2.09,2.09,2.09,-0.76%
"Mar 31, 2004",2.106,2.106,2.106,2.106,0.77%
"Mar 30, 2004",2.09,2.09,2.09,2.09,1.75%
"Mar 29, 2004",2.0540000000000003,2.0540000000000003,2.0540000000000003,2.0540000000000003,1.03%
"Mar 26, 2004",2.033,2.033,2.033,2.033,-1.17%
"Mar 25, 2004",2.057,2.057,2.057,2.057,-2.14%
"Mar 24, 2004",2.102,2.102,2.102,2.102,0.82%
"Mar 23, 2004",2.085,2.085,2.085,2.085,-0.86%
"Mar 22, 2004",2.103,2.103,2.103,2.103,0.19%
"Mar 19, 2004",2.099,2.099,2.099,2.099,-1.18%
"Mar 18, 2004",2.124,2.124,2.124,2.124,-1.98%
"Mar 17, 2004",2.167,2.167,2.167,2.167,0.46%
"Mar 16, 2004",2.157,2.157,2.157,2.157,-0.05%
"Mar 15, 2004",2.158,2.158,2.158,2.158,-0.55%
"Mar 12, 2004",2.17,2.17,2.17,2.17,-0.32%
"Mar 11, 2004",2.177,2.177,2.177,2.177,0.97%
"Mar 10, 2004",2.156,2.156,2.156,2.156,0.47%
"Mar 09, 2004",2.146,2.146,2.146,2.146,-0.56%
"Mar 08, 2004",2.158,2.158,2.158,2.158,-5.43%
"Mar 05, 2004",2.282,2.282,2.282,2.282,-2.52%
"Mar 04, 2004",2.3409999999999997,2.3409999999999997,2.3409999999999997,2.3409999999999997,1.47%
