Datum,Zuletzt,Eröffn.,Hoch,Tief,Vol.,+/- %
08.08.2017,"12.286,5","12.230,5","12.325,5","12.174,0","69,38K","0,35%"
07.08.2017,"12.243,5","12.296,0","12.331,0","12.214,5","51,48K","-0,39%"
04.08.2017,"12.291,5","12.136,5","12.318,5","12.117,0","79,27K","1,17%"
03.08.2017,"12.149,0","12.166,0","12.178,5","12.085,0","82,16K","-0,14%"
02.08.2017,"12.166,5","12.257,5","12.275,5","12.143,5","76,82K","-0,69%"
01.08.2017,"12.251,0","12.128,0","12.296,5","12.081,0","93,99K","1,17%"
31.07.2017,"12.109,5","12.139,0","12.203,5","12.076,5","74,05K","-0,24%"
28.07.2017,"12.139,0","12.144,0","12.177,0","12.088,0","75,27K","-0,41%"
27.07.2017,"12.188,5","12.275,5","12.288,5","12.138,0","91,13K","-0,86%"
26.07.2017,"12.294,0","12.248,5","12.339,5","12.234,0","69,92K","0,24%"
25.07.2017,"12.264,0","12.240,5","12.294,0","12.202,5","82,56K","0,60%"
24.07.2017,"12.190,5","12.230,0","12.249,0","12.133,0","83,86K","-0,28%"
21.07.2017,"12.224,5","12.437,0","12.457,5","12.180,5","117,91K","-1,59%"
20.07.2017,"12.422,0","12.493,0","12.567,0","12.381,0","94,97K","-0,08%"
19.07.2017,"12.432,5","12.446,5","12.481,5","12.408,0","68,44K","0,06%"
18.07.2017,"12.425,5","12.554,0","12.569,0","12.373,5","96,93K","-1,28%"
17.07.2017,"12.587,0","12.646,5","12.668,0","12.531,0","65,65K","-0,19%"
14.07.2017,"12.611,0","12.642,5","12.658,5","12.567,0","59,03K","-0,10%"
13.07.2017,"12.623,5","12.652,0","12.672,0","12.605,0","58,08K","-0,05%"
12.07.2017,"12.630,0","12.459,5","12.649,0","12.445,0","83,08K","1,70%"
11.07.2017,"12.418,5","12.467,5","12.533,5","12.406,0","76,92K","-0,13%"
10.07.2017,"12.435,0","12.451,0","12.479,0","12.394,5","60,98K","0,55%"
07.07.2017,"12.367,0","12.337,5","12.417,5","12.328,0","64,88K","0,00%"
06.07.2017,"12.367,0","12.473,0","12.484,0","12.306,5","99,28K","-0,67%"
05.07.2017,"12.450,0","12.428,0","12.492,0","12.396,5","83,26K","-0,04%"
04.07.2017,"12.454,5","12.431,5","12.477,0","12.407,0","47,43K","-0,14%"
03.07.2017,"12.472,5","12.405,0","12.480,5","12.377,0","68,59K","1,24%"
30.06.2017,"12.320,0","12.390,0","12.452,5","12.303,0","104,77K","-0,68%"
29.06.2017,"12.404,0","12.710,5","12.730,0","12.341,5","136,02K","-1,89%"
28.06.2017,"12.642,5","12.575,0","12.683,0","12.526,5","94,17K","-0,17%"
27.06.2017,"12.663,5","12.748,0","12.751,5","12.578,5","97,54K","-0,83%"
26.06.2017,"12.769,5","12.751,5","12.835,0","12.742,0","60,93K","0,35%"
23.06.2017,"12.725,5","12.785,0","12.788,5","12.665,5","69,23K","-0,56%"
22.06.2017,"12.797,0","12.773,5","12.800,0","12.708,0","62,35K","0,26%"
21.06.2017,"12.764,0","12.788,0","12.801,5","12.701,5","79,91K","-0,45%"
20.06.2017,"12.821,5","12.926,5","12.948,5","12.772,5","69,25K","-0,53%"
19.06.2017,"12.889,5","12.770,0","12.911,0","12.770,0","73,14K","1,20%"
16.06.2017,"12.736,2","12.722,0","12.765,0","12.717,5","7,28K","0,32%"
15.06.2017,"12.695,0","12.809,5","12.813,0","12.617,0","117,23K","-1,03%"
14.06.2017,"12.826,5","12.781,0","12.922,5","12.777,0","148,88K","0,50%"
13.06.2017,"12.762,5","12.714,0","12.810,5","12.694,0","156,06K","0,46%"
12.06.2017,"12.704,5","12.762,0","12.784,5","12.662,5","124,76K","-0,77%"
09.06.2017,"12.803,0","12.723,0","12.827,0","12.698,5","87,99K","0,69%"
08.06.2017,"12.715,5","12.695,0","12.742,5","12.671,5","82,27K","0,43%"
07.06.2017,"12.660,5","12.678,5","12.745,5","12.633,5","80,55K","-0,20%"
06.06.2017,"12.686,0","12.775,0","12.791,5","12.651,5","88,87K","-1,02%"
05.06.2017,"12.816,5","12.817,0","12.817,2","12.813,6",-,"-0,00%"
02.06.2017,"12.817,0","12.735,0","12.879,5","12.727,5","100,81K","1,20%"
01.06.2017,"12.665,0","12.642,5","12.696,5","12.616,5","71,39K","0,21%"
31.05.2017,"12.638,0","12.575,5","12.708,5","12.575,5","109,14K","0,39%"
30.05.2017,"12.588,5","12.610,0","12.647,5","12.562,5","73,28K","-0,31%"
29.05.2017,"12.628,0","12.614,0","12.645,0","12.574,5","31,21K","0,28%"
26.05.2017,"12.593,0","12.593,5","12.610,0","12.526,0","65,52K","-0,16%"
25.05.2017,"12.613,0","12.665,0","12.709,0","12.537,5","83,58K","-0,14%"
24.05.2017,"12.631,0","12.643,0","12.661,0","12.611,0","59,32K","-0,22%"
23.05.2017,"12.659,0","12.592,0","12.702,0","12.582,0","80,99K","0,32%"
22.05.2017,"12.619,0","12.665,0","12.686,5","12.564,5","68,37K","-0,13%"
19.05.2017,"12.636,0","12.625,0","12.655,5","12.594,0","76,57K","0,35%"
18.05.2017,"12.591,5","12.565,0","12.641,5","12.491,5","118,63K","-0,29%"
17.05.2017,"12.628,0","12.750,0","12.787,5","12.544,5","113,10K","-1,35%"
16.05.2017,"12.800,5","12.801,0","12.841,0","12.772,0","64,45K","0,06%"
15.05.2017,"12.792,5","12.815,5","12.843,5","12.726,0","69,68K","0,21%"
12.05.2017,"12.765,5","12.720,0","12.790,5","12.714,5","63,50K","0,45%"
11.05.2017,"12.708,0","12.769,0","12.780,5","12.667,0","82,86K","-0,45%"
10.05.2017,"12.765,0","12.740,5","12.788,5","12.717,5","56,68K","-0,06%"
09.05.2017,"12.772,5","12.715,5","12.792,5","12.711,0","63,28K","0,51%"
08.05.2017,"12.707,5","12.811,5","12.820,5","12.666,5","73,97K","-0,09%"
05.05.2017,"12.718,5","12.613,0","12.840,0","12.601,5","78,64K","0,63%"
04.05.2017,"12.638,5","12.559,5","12.663,0","12.544,0","80,59K","0,87%"
03.05.2017,"12.529,0","12.517,5","12.548,5","12.487,5","60,97K","0,14%"
02.05.2017,"12.511,5","12.471,0","12.541,5","12.442,5","66,98K","0,23%"
01.05.2017,"12.482,8","12.482,0","12.490,6","12.479,1",-,"0,12%"
28.04.2017,"12.467,5","12.454,0","12.479,0","12.426,0","61,79K","0,02%"
27.04.2017,"12.465,5","12.459,0","12.497,0","12.445,5","64,09K","-0,28%"
26.04.2017,"12.501,0","12.507,0","12.511,0","12.451,5","60,78K","0,04%"
25.04.2017,"12.496,0","12.450,0","12.518,5","12.450,0","75,80K","0,24%"
24.04.2017,"12.466,5","12.305,0","12.503,0","12.271,5","125,04K","3,15%"
21.04.2017,"12.085,5","12.071,0","12.114,5","12.031,0","94,94K","0,25%"
20.04.2017,"12.055,0","12.020,0","12.085,5","11.962,5","82,80K","0,09%"
19.04.2017,"12.044,0","12.042,5","12.064,5","11.988,0","67,97K","-0,09%"
18.04.2017,"12.055,0","12.185,0","12.210,0","11.980,5","107,74K","-0,92%"
17.04.2017,"12.166,9","12.175,0","12.175,0","12.162,8",-,"0,31%"
13.04.2017,"12.129,0","12.171,0","12.179,5","12.090,5","78,04K","-0,47%"
12.04.2017,"12.186,5","12.200,0","12.268,0","12.144,0","92,12K","0,26%"
11.04.2017,"12.154,5","12.200,5","12.248,0","12.070,0","110,03K","-0,73%"
10.04.2017,"12.243,5","12.262,5","12.297,5","12.200,5","62,44K","-0,01%"
07.04.2017,"12.245,0","12.211,5","12.279,5","12.168,0","74,81K","-0,15%"
06.04.2017,"12.263,0","12.167,0","12.270,0","12.142,0","85,19K","0,19%"
05.04.2017,"12.240,0","12.326,5","12.326,5","12.193,0","81,55K","-0,55%"
04.04.2017,"12.307,5","12.282,0","12.326,5","12.253,0","63,13K","0,09%"
03.04.2017,"12.297,0","12.363,0","12.411,5","12.234,0","86,70K","-0,26%"
31.03.2017,"12.329,5","12.250,0","12.367,0","12.241,5","68,44K","0,40%"
30.03.2017,"12.280,5","12.234,0","12.286,0","12.223,5","58,29K","0,39%"
29.03.2017,"12.232,5","12.195,0","12.265,5","12.191,5","67,61K","0,39%"
28.03.2017,"12.185,5","12.090,0","12.215,0","12.070,5","82,65K","1,37%"
27.03.2017,"12.020,5","12.027,5","12.062,0","11.942,5","88,47K","-0,61%"
24.03.2017,"12.094,0","12.065,5","12.130,5","12.036,5","74,46K","0,18%"
23.03.2017,"12.072,0","11.973,0","12.075,0","11.922,5","91,77K","1,08%"
22.03.2017,"11.943,5","11.904,5","11.977,5","11.878,5","88,89K","-0,36%"
21.03.2017,"11.987,0","12.097,0","12.142,0","11.923,5","113,07K","-0,82%"
20.03.2017,"12.086,5","12.074,5","12.111,5","12.058,0","49,54K","0,01%"
17.03.2017,"12.084,8","12.054,0","12.119,5","12.020,0","9,08K","0,01%"
16.03.2017,"12.084,0","12.100,0","12.178,5","12.043,0","113,02K","0,53%"
15.03.2017,"12.020,0","12.000,0","12.064,0","11.976,5","130,32K","0,27%"
14.03.2017,"11.988,0","12.011,5","12.011,5","11.927,5","140,73K","-0,07%"
13.03.2017,"11.996,5","11.955,0","12.017,0","11.944,5","92,82K","0,27%"
10.03.2017,"11.964,5","12.008,5","12.068,0","11.931,0","99,91K","-0,16%"
09.03.2017,"11.983,5","11.945,0","12.025,0","11.915,5","89,30K","0,03%"
08.03.2017,"11.979,5","11.929,5","12.019,0","11.912,0","85,71K","0,20%"
07.03.2017,"11.955,5","11.989,0","11.989,0","11.931,0","55,00K","-0,03%"
06.03.2017,"11.959,5","11.993,5","12.001,0","11.917,0","67,96K","-0,51%"
03.03.2017,"12.020,5","12.008,5","12.056,0","11.987,5","72,73K","-0,32%"
02.03.2017,"12.058,5","12.072,5","12.089,0","12.038,0","55,43K","-0,03%"
01.03.2017,"12.062,0","11.864,5","12.099,5","11.857,0","95,78K","1,81%"
28.02.2017,"11.847,0","11.848,0","11.852,5","11.776,5","65,00K","0,16%"
27.02.2017,"11.827,5","11.835,0","11.864,0","11.790,5","62,34K","0,14%"
24.02.2017,"11.811,5","11.932,5","11.935,0","11.719,0","106,39K","-1,07%"
23.02.2017,"11.939,0","12.002,5","12.014,5","11.924,0","64,55K","-0,50%"
22.02.2017,"11.999,0","11.992,5","12.030,0","11.964,5","73,92K","0,33%"
21.02.2017,"11.960,0","11.825,5","11.996,0","11.795,0","81,69K","1,09%"
20.02.2017,"11.831,5","11.820,0","11.858,0","11.801,0","45,73K","0,82%"
17.02.2017,"11.735,5","11.748,5","11.796,0","11.688,0","80,36K","-0,06%"
16.02.2017,"11.743,0","11.781,0","11.811,5","11.723,5","68,29K","-0,46%"
15.02.2017,"11.797,0","11.810,0","11.846,0","11.718,0","73,40K","0,22%"
14.02.2017,"11.771,0","11.768,0","11.801,0","11.747,5","63,20K","-0,08%"
13.02.2017,"11.780,5","11.665,5","11.809,0","11.664,0","70,80K","1,03%"
10.02.2017,"11.660,0","11.675,0","11.717,5","11.639,5","71,76K","0,08%"
09.02.2017,"11.650,5","11.570,0","11.658,0","11.541,5","85,89K","0,94%"
08.02.2017,"11.541,5","11.569,0","11.588,0","11.475,0","90,07K","0,00%"
07.02.2017,"11.541,0","11.476,5","11.604,0","11.460,0","83,64K","0,15%"
06.02.2017,"11.523,5","11.647,0","11.678,5","11.476,0","110,85K","-1,18%"
03.02.2017,"11.661,5","11.620,5","11.701,0","11.620,5","69,13K","0,26%"
02.02.2017,"11.631,5","11.617,0","11.673,0","11.594,0","75,36K","-0,15%"
01.02.2017,"11.649,0","11.640,0","11.725,0","11.611,5","84,27K","0,73%"
31.01.2017,"11.565,0","11.677,0","11.735,0","11.535,0","101,38K","-0,93%"
30.01.2017,"11.674,0","11.778,0","11.796,5","11.662,5","78,68K","-1,18%"
27.01.2017,"11.813,5","11.840,0","11.854,5","11.800,5","55,67K","-0,22%"
26.01.2017,"11.840,0","11.845,0","11.895,0","11.821,0","69,30K","0,12%"
25.01.2017,"11.825,5","11.645,0","11.831,5","11.638,0","89,56K","2,06%"
24.01.2017,"11.587,0","11.573,5","11.645,0","11.539,0","62,68K","0,33%"
23.01.2017,"11.548,5","11.564,0","11.607,0","11.506,5","92,00K","-0,58%"
20.01.2017,"11.616,0","11.592,5","11.634,0","11.545,0","75,94K","0,21%"
19.01.2017,"11.592,0","11.630,0","11.644,5","11.558,5","71,70K","-0,00%"
18.01.2017,"11.592,5","11.586,5","11.625,5","11.529,0","62,85K","0,30%"
17.01.2017,"11.557,5","11.539,0","11.587,0","11.423,0","111,84K","-0,04%"
16.01.2017,"11.562,5","11.564,0","11.578,0","11.527,5","42,95K","-0,49%"
13.01.2017,"11.619,0","11.574,0","11.635,0","11.553,0","64,29K","0,81%"
12.01.2017,"11.526,0","11.618,0","11.625,5","11.488,0","86,62K","-0,95%"
11.01.2017,"11.637,0","11.575,0","11.692,5","11.520,0","108,39K","0,45%"
10.01.2017,"11.585,0","11.544,0","11.603,0","11.541,0","61,73K","0,17%"
09.01.2017,"11.565,0","11.630,0","11.631,5","11.519,0","65,46K","-0,23%"
06.01.2017,"11.591,5","11.564,5","11.618,0","11.541,5","58,19K","0,18%"
05.01.2017,"11.570,5","11.548,0","11.602,0","11.529,5","68,97K","-0,02%"
04.01.2017,"11.572,5","11.597,0","11.617,5","11.528,5","65,21K","-0,06%"
03.01.2017,"11.579,0","11.610,0","11.649,5","11.551,0","80,38K","-0,06%"
02.01.2017,"11.585,5","11.425,0","11.622,5","11.402,5","31,67K","1,05%"
30.12.2016,"11.465,0","11.456,0","11.486,0","11.403,0","46,25K","0,20%"
29.12.2016,"11.442,5","11.451,5","11.465,0","11.412,5","39,81K","-0,25%"
28.12.2016,"11.471,5","11.473,0","11.481,0","11.433,0","32,44K","-0,03%"
27.12.2016,"11.475,5","11.426,0","11.483,5","11.425,5","23,66K","0,11%"
26.12.2016,"11.462,6","11.457,3","11.467,6","11.457,3",-,"0,13%"
23.12.2016,"11.447,5","11.462,0","11.487,0","11.406,0","36,07K","0,03%"
22.12.2016,"11.444,5","11.448,0","11.478,5","11.428,0","44,85K","-0,22%"
21.12.2016,"11.470,0","11.447,0","11.483,0","11.444,0","45,16K","0,01%"
20.12.2016,"11.468,5","11.415,5","11.476,5","11.408,5","58,27K","0,45%"
19.12.2016,"11.417,0","11.419,0","11.431,5","11.377,0","52,34K","0,09%"
16.12.2016,"11.406,8","11.370,5","11.453,0","11.353,0","8,25K","0,23%"
15.12.2016,"11.381,0","11.269,5","11.399,0","11.257,0","124,62K","1,03%"
14.12.2016,"11.265,0","11.275,0","11.322,0","11.221,0","130,30K","-0,27%"
13.12.2016,"11.295,0","11.177,0","11.308,5","11.174,0","157,89K","1,02%"
12.12.2016,"11.181,5","11.248,5","11.248,5","11.141,0","110,49K","-0,20%"
09.12.2016,"11.204,0","11.179,0","11.238,5","11.143,5","85,39K","0,17%"
08.12.2016,"11.184,5","11.026,0","11.206,0","10.980,0","124,07K","1,90%"
07.12.2016,"10.976,0","10.864,0","11.086,0","10.844,5","109,72K","1,84%"
06.12.2016,"10.777,5","10.706,0","10.840,0","10.664,0","102,26K","0,76%"
05.12.2016,"10.696,0","10.444,0","10.741,5","10.420,0","136,17K","1,61%"
02.12.2016,"10.527,0","10.471,0","10.545,0","10.400,0","107,43K","0,15%"
01.12.2016,"10.511,0","10.610,0","10.626,0","10.477,5","127,66K","-1,19%"
30.11.2016,"10.637,5","10.625,0","10.693,0","10.602,0","88,53K","0,29%"
29.11.2016,"10.606,5","10.568,0","10.645,0","10.536,0","90,51K","0,30%"
28.11.2016,"10.575,0","10.679,0","10.689,5","10.550,5","105,70K","-1,09%"
25.11.2016,"10.691,0","10.705,0","10.714,5","10.646,0","49,02K","0,03%"
24.11.2016,"10.687,5","10.677,0","10.717,0","10.648,5","49,15K","0,19%"
23.11.2016,"10.667,5","10.743,5","10.745,5","10.599,5","99,55K","-0,39%"
22.11.2016,"10.709,5","10.768,5","10.781,5","10.698,0","76,59K","0,33%"
21.11.2016,"10.674,5","10.688,0","10.727,0","10.587,5","83,92K","0,00%"
18.11.2016,"10.674,0","10.732,0","10.747,5","10.644,5","88,13K","-0,07%"
17.11.2016,"10.681,0","10.677,0","10.733,0","10.597,5","85,18K","0,11%"
16.11.2016,"10.669,5","10.778,0","10.782,0","10.606,0","100,61K","-0,67%"
15.11.2016,"10.741,5","10.704,0","10.757,0","10.660,5","81,77K","0,37%"
14.11.2016,"10.701,5","10.765,0","10.798,0","10.664,5","112,63K","0,42%"
11.11.2016,"10.657,0","10.672,0","10.709,5","10.581,5","111,17K","0,26%"
10.11.2016,"10.629,0","10.686,0","10.794,5","10.570,0","164,69K","0,01%"
09.11.2016,"10.628,0","10.025,0","10.678,5","10.013,0","200,96K","1,50%"
08.11.2016,"10.471,0","10.440,0","10.550,0","10.407,5","83,78K","0,36%"
07.11.2016,"10.433,5","10.439,0","10.469,5","10.375,5","94,78K","1,71%"
04.11.2016,"10.258,0","10.315,0","10.320,0","10.196,5","111,86K","-0,66%"
03.11.2016,"10.326,5","10.379,5","10.404,0","10.290,5","97,23K","-0,47%"
02.11.2016,"10.375,5","10.439,0","10.465,5","10.323,0","112,88K","-1,22%"
01.11.2016,"10.503,5","10.720,0","10.739,0","10.451,0","121,63K","-1,62%"
31.10.2016,"10.677,0","10.680,0","10.689,0","10.627,5","74,43K","-0,09%"
28.10.2016,"10.687,0","10.680,0","10.712,5","10.571,5","118,65K","-0,22%"
27.10.2016,"10.710,5","10.642,0","10.771,0","10.641,0","101,24K","0,05%"
26.10.2016,"10.705,0","10.770,0","10.770,0","10.625,0","94,13K","-0,36%"
25.10.2016,"10.743,5","10.789,0","10.826,0","10.735,5","72,20K","-0,20%"
24.10.2016,"10.765,0","10.699,0","10.818,0","10.698,5","69,39K","0,62%"
21.10.2016,"10.699,0","10.695,0","10.732,5","10.664,5","64,37K","0,04%"
20.10.2016,"10.695,0","10.676,5","10.744,5","10.585,0","88,24K","0,45%"
19.10.2016,"10.647,5","10.615,5","10.668,5","10.581,0","65,60K","0,21%"
18.10.2016,"10.625,0","10.550,5","10.652,0","10.531,5","80,47K","1,31%"
17.10.2016,"10.488,0","10.521,5","10.576,5","10.479,0","85,65K","-0,84%"
14.10.2016,"10.577,0","10.460,0","10.610,0","10.432,5","101,37K","1,73%"
13.10.2016,"10.397,0","10.453,0","10.466,0","10.337,0","117,66K","-1,06%"
12.10.2016,"10.508,5","10.575,0","10.595,0","10.492,5","89,99K","-0,51%"
11.10.2016,"10.562,0","10.587,0","10.684,5","10.536,5","99,19K","-0,57%"
10.10.2016,"10.623,0","10.496,0","10.646,0","10.442,5","92,30K","1,28%"
07.10.2016,"10.488,5","10.560,5","10.573,0","10.442,0","126,92K","-0,90%"
06.10.2016,"10.584,0","10.590,0","10.637,0","10.524,5","87,14K","0,03%"
05.10.2016,"10.580,5","10.590,0","10.614,5","10.471,5","80,77K","-0,41%"
04.10.2016,"10.624,0","10.500,0","10.637,5","10.478,0","123,76K","1,29%"
03.10.2016,"10.489,2","10.520,8","10.520,8","10.483,2",-,"-0,22%"
30.09.2016,"10.512,5","10.240,0","10.543,5","10.173,5","135,70K","1,18%"
29.09.2016,"10.390,0","10.529,0","10.568,0","10.246,5","125,07K","-0,35%"
28.09.2016,"10.427,0","10.367,0","10.514,0","10.361,5","109,66K","0,90%"
27.09.2016,"10.333,5","10.439,5","10.456,0","10.252,5","107,99K","-0,42%"
26.09.2016,"10.377,5","10.550,0","10.570,0","10.369,0","99,73K","-2,27%"
23.09.2016,"10.618,0","10.672,0","10.672,0","10.595,0","74,54K","-0,35%"
22.09.2016,"10.655,0","10.500,0","10.698,0","10.482,0","118,33K","2,10%"
21.09.2016,"10.435,5","10.436,5","10.527,5","10.394,0","103,19K","0,36%"
20.09.2016,"10.398,5","10.341,0","10.459,0","10.341,0","82,63K","0,34%"
19.09.2016,"10.363,5","10.336,0","10.377,0","10.314,0","73,21K","0,97%"
16.09.2016,"10.264,2","10.415,0","10.429,0","10.288,0","12,88K","-1,73%"
15.09.2016,"10.444,5","10.345,0","10.476,0","10.335,0","131,43K","0,49%"
14.09.2016,"10.393,5","10.435,0","10.453,0","10.347,5","152,41K","0,06%"
13.09.2016,"10.387,5","10.525,0","10.526,0","10.351,0","169,49K","-0,34%"
12.09.2016,"10.422,5","10.390,0","10.547,0","10.320,0","174,18K","-1,37%"
09.09.2016,"10.567,5","10.664,5","10.671,5","10.466,0","114,92K","-0,99%"
08.09.2016,"10.673,0","10.751,0","10.780,5","10.566,0","117,38K","-0,70%"
07.09.2016,"10.748,5","10.717,5","10.777,5","10.657,0","85,44K","0,60%"
06.09.2016,"10.684,5","10.692,0","10.741,5","10.653,5","79,82K","0,06%"
05.09.2016,"10.678,5","10.750,0","10.754,5","10.670,0","49,49K","-0,10%"
02.09.2016,"10.689,0","10.561,5","10.727,0","10.512,5","98,90K","1,57%"
01.09.2016,"10.523,5","10.612,5","10.678,0","10.488,5","99,35K","-0,82%"
31.08.2016,"10.610,5","10.645,0","10.665,5","10.551,0","80,08K","-0,50%"
30.08.2016,"10.664,0","10.569,5","10.690,0","10.568,5","75,85K","1,13%"
29.08.2016,"10.544,5","10.519,0","10.572,5","10.436,0","64,41K","-0,42%"
26.08.2016,"10.589,5","10.507,0","10.616,0","10.452,5","88,85K","0,58%"
25.08.2016,"10.528,5","10.619,0","10.619,0","10.466,0","84,81K","-0,87%"
24.08.2016,"10.621,0","10.555,0","10.653,5","10.513,5","76,65K","0,25%"
23.08.2016,"10.595,0","10.519,5","10.625,0","10.509,5","67,84K","1,13%"
22.08.2016,"10.476,5","10.528,0","10.657,0","10.386,0","92,64K","-0,68%"
19.08.2016,"10.548,0","10.631,0","10.632,5","10.487,5","81,81K","-0,50%"
18.08.2016,"10.600,5","10.614,0","10.626,5","10.546,5","58,85K","0,58%"
17.08.2016,"10.539,5","10.660,0","10.703,0","10.512,0","90,70K","-1,49%"
16.08.2016,"10.698,5","10.710,0","10.738,5","10.630,5","79,63K","-0,46%"
15.08.2016,"10.747,5","10.721,0","10.804,0","10.710,5","52,80K","0,28%"
12.08.2016,"10.717,0","10.723,0","10.734,5","10.680,0","59,12K","-0,03%"
11.08.2016,"10.720,5","10.676,0","10.744,0","10.629,0","85,88K","0,62%"
10.08.2016,"10.654,0","10.696,5","10.714,0","10.630,5","72,14K","-0,40%"
09.08.2016,"10.697,0","10.406,0","10.700,5","10.406,0","96,70K","2,53%"
08.08.2016,"10.433,5","10.427,5","10.479,0","10.396,5","61,89K","0,78%"
05.08.2016,"10.353,0","10.250,0","10.374,5","10.209,0","73,91K","1,36%"
04.08.2016,"10.214,0","10.233,5","10.279,5","10.175,5","82,04K","0,49%"
03.08.2016,"10.164,5","10.129,0","10.216,5","10.088,0","82,53K","0,18%"
02.08.2016,"10.146,0","10.300,0","10.336,0","10.111,0","90,00K","-1,84%"
01.08.2016,"10.336,5","10.434,0","10.472,0","10.271,0","79,03K","0,10%"
29.07.2016,"10.326,0","10.340,0","10.354,0","10.279,0","72,87K","0,30%"
28.07.2016,"10.295,5","10.305,5","10.381,0","10.259,0","88,05K","-0,12%"
27.07.2016,"10.307,5","10.282,0","10.346,0","10.274,5","73,43K","0,60%"
26.07.2016,"10.246,5","10.210,5","10.271,0","10.138,5","74,30K","0,68%"
25.07.2016,"10.177,5","10.117,5","10.257,0","10.107,0","75,14K","0,40%"
22.07.2016,"10.136,5","10.107,0","10.174,0","10.059,5","71,49K","-0,27%"
21.07.2016,"10.163,5","10.130,0","10.189,0","10.078,5","81,60K","0,28%"
20.07.2016,"10.135,0","9.992,0","10.139,0","9.978,5","74,12K","1,62%"
19.07.2016,"9.973,0","10.020,0","10.043,5","9.910,5","80,08K","-0,95%"
18.07.2016,"10.068,5","10.085,0","10.154,5","10.000,5","73,16K","0,19%"
15.07.2016,"10.049,5","10.025,0","10.092,0","9.964,0","70,11K","-0,21%"
14.07.2016,"10.071,0","9.940,0","10.101,5","9.939,0","90,06K","1,30%"
13.07.2016,"9.942,0","9.929,5","9.992,5","9.887,5","66,41K","-0,23%"
12.07.2016,"9.964,5","9.798,5","10.005,0","9.786,0","86,53K","1,45%"
11.07.2016,"9.822,5","9.712,0","9.834,0","9.675,5","93,72K","2,00%"
08.07.2016,"9.629,5","9.382,5","9.644,5","9.356,5","87,91K","2,30%"
07.07.2016,"9.413,0","9.425,0","9.497,0","9.351,5","84,72K","0,58%"
06.07.2016,"9.358,5","9.438,0","9.522,0","9.290,0","121,99K","-1,69%"
05.07.2016,"9.519,0","9.692,5","9.692,5","9.453,5","93,49K","-1,91%"
04.07.2016,"9.704,5","9.760,0","9.801,0","9.687,0","41,91K","-0,54%"
01.07.2016,"9.757,0","9.718,5","9.795,0","9.645,5","88,15K","0,92%"
30.06.2016,"9.668,5","9.616,5","9.784,5","9.501,0","110,05K","0,84%"
29.06.2016,"9.587,5","9.538,0","9.631,5","9.493,0","96,91K","1,83%"
28.06.2016,"9.415,0","9.418,5","9.544,5","9.397,0","108,55K","1,73%"
27.06.2016,"9.255,0","9.402,5","9.580,5","9.201,5","150,61K","-3,17%"
24.06.2016,"9.558,0","9.350,0","9.708,5","9.152,5","200,95K","-6,63%"
23.06.2016,"10.236,5","10.130,0","10.340,0","10.090,0","107,19K","1,06%"
22.06.2016,"10.129,5","10.097,5","10.141,5","10.032,5","94,12K","1,00%"
21.06.2016,"10.029,5","9.968,0","10.111,5","9.917,5","97,28K","0,78%"
20.06.2016,"9.951,5","9.865,0","9.985,0","9.838,0","102,92K","3,32%"
17.06.2016,"9.631,9","9.674,0","9.703,0","9.609,5","11,51K","0,66%"
16.06.2016,"9.569,0","9.491,0","9.664,5","9.429,5","153,30K","-0,59%"
15.06.2016,"9.625,5","9.565,5","9.667,0","9.559,5","147,49K","1,19%"
14.06.2016,"9.512,5","9.615,0","9.632,5","9.504,0","185,15K","-1,77%"
13.06.2016,"9.684,0","9.709,5","9.757,5","9.597,5","144,79K","-1,55%"
10.06.2016,"9.836,0","10.065,0","10.081,5","9.773,0","133,76K","-2,49%"
09.06.2016,"10.087,0","10.205,0","10.212,0","10.043,0","101,53K","-1,16%"
08.06.2016,"10.205,0","10.253,0","10.271,0","10.175,5","80,28K","-0,81%"
07.06.2016,"10.288,5","10.161,0","10.319,0","10.156,0","88,14K","1,54%"
06.06.2016,"10.132,5","10.127,5","10.153,0","10.092,0","81,27K","0,42%"
03.06.2016,"10.090,5","10.250,5","10.285,5","10.037,0","112,89K","-1,27%"
02.06.2016,"10.220,0","10.178,5","10.258,0","10.152,5","79,27K","0,25%"
01.06.2016,"10.195,0","10.252,5","10.288,0","10.160,5","95,37K","-0,67%"
31.05.2016,"10.263,5","10.362,0","10.374,5","10.229,0","80,74K","-0,71%"
30.05.2016,"10.336,5","10.325,0","10.349,5","10.285,0","33,29K","0,63%"
27.05.2016,"10.272,0","10.280,0","10.307,5","10.241,5","58,87K","-0,05%"
26.05.2016,"10.277,0","10.175,5","10.287,5","10.173,0","77,29K","0,69%"
25.05.2016,"10.207,0","10.140,0","10.234,0","10.128,5","91,94K","1,35%"
24.05.2016,"10.071,5","9.811,0","10.123,0","9.767,0","122,77K","2,17%"
23.05.2016,"9.858,0","9.929,0","9.972,0","9.806,0","101,77K","-0,52%"
20.05.2016,"9.909,5","9.896,5","9.921,5","9.846,0","88,07K","1,17%"
19.05.2016,"9.794,5","9.879,0","9.907,0","9.766,0","121,02K","-1,49%"
18.05.2016,"9.942,5","9.835,5","9.960,0","9.791,0","103,65K","0,72%"
17.05.2016,"9.871,5","9.996,5","10.079,5","9.812,0","116,16K","-0,82%"
16.05.2016,"9.952,9","9.882,5","9.960,9","9.882,5",-,"0,07%"
